기준_날짜,승차_역,하차_역,승차시간,인원수
20250526,강남,강남,0,6
20250526,강남,강남,4,2
20250526,강남,강남,5,3
20250526,강남,강남,6,3
20250526,강남,강남,7,9
20250526,강남,강남,8,15
20250526,강남,강남,9,19
20250526,강남,강남,10,24
20250526,강남,강남,11,24
20250526,강남,강남,12,37
20250526,강남,강남,13,33
20250526,강남,강남,14,37
20250526,강남,강남,15,39
20250526,강남,강남,16,39
20250526,강남,강남,17,45
20250526,강남,강남,18,44
20250526,강남,강남,19,43
20250526,강남,강남,20,34
20250526,강남,강남,21,50
20250526,강남,강남,22,24
20250526,강남,강남,23,18
20250526,강남,강변(동서울터미널),0,10
20250526,강남,강변(동서울터미널),5,3
20250526,강남,강변(동서울터미널),6,5
20250526,강남,강변(동서울터미널),7,8
20250526,강남,강변(동서울터미널),8,19
20250526,강남,강변(동서울터미널),9,15
20250526,강남,강변(동서울터미널),10,24
20250526,강남,강변(동서울터미널),11,32
20250526,강남,강변(동서울터미널),12,34
20250526,강남,강변(동서울터미널),13,46
20250526,강남,강변(동서울터미널),14,55
20250526,강남,강변(동서울터미널),15,78
20250526,강남,강변(동서울터미널),16,87
20250526,강남,강변(동서울터미널),17,164
20250526,강남,강변(동서울터미널),18,263
20250526,강남,강변(동서울터미널),19,136
20250526,강남,강변(동서울터미널),20,86
20250526,강남,강변(동서울터미널),21,110
20250526,강남,강변(동서울터미널),22,105
20250526,강남,강변(동서울터미널),23,20
20250526,강남,건대입구,0,10
20250526,강남,건대입구,5,2
20250526,강남,건대입구,6,11
20250526,강남,건대입구,7,15
20250526,강남,건대입구,8,29
20250526,강남,건대입구,9,41
20250526,강남,건대입구,10,31
20250526,강남,건대입구,11,42
20250526,강남,건대입구,12,51
20250526,강남,건대입구,13,44
20250526,강남,건대입구,14,48
20250526,강남,건대입구,15,68
20250526,강남,건대입구,16,72
20250526,강남,건대입구,17,133
20250526,강남,건대입구,18,213
20250526,강남,건대입구,19,138
20250526,강남,건대입구,20,79
20250526,강남,건대입구,21,121
20250526,강남,건대입구,22,89
20250526,강남,건대입구,23,44
20250526,강남,교대(법원.검찰청),0,13
20250526,강남,교대(법원.검찰청),5,3
20250526,강남,교대(법원.검찰청),6,13
20250526,강남,교대(법원.검찰청),7,63
20250526,강남,교대(법원.검찰청),8,142
20250526,강남,교대(법원.검찰청),9,123
20250526,강남,교대(법원.검찰청),10,78
20250526,강남,교대(법원.검찰청),11,97
20250526,강남,교대(법원.검찰청),12,113
20250526,강남,교대(법원.검찰청),13,111
20250526,강남,교대(법원.검찰청),14,106
20250526,강남,교대(법원.검찰청),15,124
20250526,강남,교대(법원.검찰청),16,95
20250526,강남,교대(법원.검찰청),17,99
20250526,강남,교대(법원.검찰청),18,115
20250526,강남,교대(법원.검찰청),19,67
20250526,강남,교대(법원.검찰청),20,46
20250526,강남,교대(법원.검찰청),21,44
20250526,강남,교대(법원.검찰청),22,27
20250526,강남,교대(법원.검찰청),23,21
20250526,강남,구로디지털단지,0,22
20250526,강남,구로디지털단지,5,6
20250526,강남,구로디지털단지,6,26
20250526,강남,구로디지털단지,7,76
20250526,강남,구로디지털단지,8,101
20250526,강남,구로디지털단지,9,58
20250526,강남,구로디지털단지,10,39
20250526,강남,구로디지털단지,11,48
20250526,강남,구로디지털단지,12,51
20250526,강남,구로디지털단지,13,75
20250526,강남,구로디지털단지,14,90
20250526,강남,구로디지털단지,15,96
20250526,강남,구로디지털단지,16,147
20250526,강남,구로디지털단지,17,234
