기준_날짜,승차_역,하차_역,승차시간,인원수
20250531,강남,강남,5,8
20250531,강남,강남,6,9
20250531,강남,강남,7,4
20250531,강남,강남,8,12
20250531,강남,강남,9,11
20250531,강남,강남,10,22
20250531,강남,강남,11,18
20250531,강남,강남,12,48
20250531,강남,강남,13,36
20250531,강남,강남,14,47
20250531,강남,강남,15,45
20250531,강남,강남,16,56
20250531,강남,강남,17,58
20250531,강남,강남,18,47
20250531,강남,강남,19,25
20250531,강남,강남,20,30
20250531,강남,강남,21,33
20250531,강남,강남,22,36
20250531,강남,강남,23,49
20250531,강남,강변(동서울터미널),5,8
20250531,강남,강변(동서울터미널),6,25
20250531,강남,강변(동서울터미널),7,19
20250531,강남,강변(동서울터미널),8,17
20250531,강남,강변(동서울터미널),9,21
20250531,강남,강변(동서울터미널),10,46
20250531,강남,강변(동서울터미널),11,56
20250531,강남,강변(동서울터미널),12,68
20250531,강남,강변(동서울터미널),13,62
20250531,강남,강변(동서울터미널),14,76
20250531,강남,강변(동서울터미널),15,81
20250531,강남,강변(동서울터미널),16,86
20250531,강남,강변(동서울터미널),17,89
20250531,강남,강변(동서울터미널),18,48
20250531,강남,강변(동서울터미널),19,60
20250531,강남,강변(동서울터미널),20,55
20250531,강남,강변(동서울터미널),21,64
20250531,강남,강변(동서울터미널),22,54
20250531,강남,강변(동서울터미널),23,29
20250531,강남,건대입구,5,4
20250531,강남,건대입구,6,3
20250531,강남,건대입구,7,4
20250531,강남,건대입구,8,11
20250531,강남,건대입구,9,15
20250531,강남,건대입구,10,35
20250531,강남,건대입구,11,66
20250531,강남,건대입구,12,70
20250531,강남,건대입구,13,89
20250531,강남,건대입구,14,84
20250531,강남,건대입구,15,91
20250531,강남,건대입구,16,112
20250531,강남,건대입구,17,135
20250531,강남,건대입구,18,86
20250531,강남,건대입구,19,69
20250531,강남,건대입구,20,69
20250531,강남,건대입구,21,89
20250531,강남,건대입구,22,85
20250531,강남,건대입구,23,60
20250531,강남,교대(법원.검찰청),5,4
20250531,강남,교대(법원.검찰청),6,8
20250531,강남,교대(법원.검찰청),7,11
20250531,강남,교대(법원.검찰청),8,38
20250531,강남,교대(법원.검찰청),9,44
20250531,강남,교대(법원.검찰청),10,39
20250531,강남,교대(법원.검찰청),11,45
20250531,강남,교대(법원.검찰청),12,66
20250531,강남,교대(법원.검찰청),13,76
20250531,강남,교대(법원.검찰청),14,78
20250531,강남,교대(법원.검찰청),15,73
20250531,강남,교대(법원.검찰청),16,81
20250531,강남,교대(법원.검찰청),17,75
20250531,강남,교대(법원.검찰청),18,67
20250531,강남,교대(법원.검찰청),19,50
20250531,강남,교대(법원.검찰청),20,50
20250531,강남,교대(법원.검찰청),21,51
20250531,강남,교대(법원.검찰청),22,33
20250531,강남,교대(법원.검찰청),23,22
20250531,강남,구로디지털단지,5,15
20250531,강남,구로디지털단지,6,15
20250531,강남,구로디지털단지,7,18
20250531,강남,구로디지털단지,8,26
20250531,강남,구로디지털단지,9,19
20250531,강남,구로디지털단지,10,37
20250531,강남,구로디지털단지,11,57
20250531,강남,구로디지털단지,12,64
20250531,강남,구로디지털단지,13,59
20250531,강남,구로디지털단지,14,96
20250531,강남,구로디지털단지,15,116
20250531,강남,구로디지털단지,16,146
20250531,강남,구로디지털단지,17,133
20250531,강남,구로디지털단지,18,81
20250531,강남,구로디지털단지,19,84
20250531,강남,구로디지털단지,20,119
20250531,강남,구로디지털단지,21,165
20250531,강남,구로디지털단지,22,156
20250531,강남,구로디지털단지,23,90
20250531,강남,구의(광진구청),5,4
20250531,강남,구의(광진구청),6,13
20250531,강남,구의(광진구청),7,10
20250531,강남,구의(광진구청),8,14
20250531,강남,구의(광진구청),9,16
20250531,강남,구의(광진구청),10,20
20250531,강남,구의(광진구청),11,46
20250531,강남,구의(광진구청),12,34
20250531,강남,구의(광진구청),13,54
20250531,강남,구의(광진구청),14,57
20250531,강남,구의(광진구청),15,68
20250531,강남,구의(광진구청),16,75
20250531,강남,구의(광진구청),17,81
20250531,강남,구의(광진구청),18,43
20250531,강남,구의(광진구청),19,54
20250531,강남,구의(광진구청),20,53
20250531,강남,구의(광진구청),21,56
20250531,강남,구의(광진구청),22,66
20250531,강남,구의(광진구청),23,40
20250531,강남,낙성대,5,13
20250531,강남,낙성대,6,7
20250531,강남,낙성대,7,8
20250531,강남,낙성대,8,20
20250531,강남,낙성대,9,29
20250531,강남,낙성대,10,35
20250531,강남,낙성대,11,60
20250531,강남,낙성대,12,67
20250531,강남,낙성대,13,69
20250531,강남,낙성대,14,101
20250531,강남,낙성대,15,118
20250531,강남,낙성대,16,108
20250531,강남,낙성대,17,129
20250531,강남,낙성대,18,85
