기준_날짜,승차_역,하차_역,승차시간,인원수
20250518,강남,강남,5,9
20250518,강남,강남,6,3
20250518,강남,강남,7,8
20250518,강남,강남,8,7
20250518,강남,강남,9,13
20250518,강남,강남,10,8
20250518,강남,강남,11,13
20250518,강남,강남,12,20
20250518,강남,강남,13,22
20250518,강남,강남,14,21
20250518,강남,강남,15,30
20250518,강남,강남,16,33
20250518,강남,강남,17,33
20250518,강남,강남,18,44
20250518,강남,강남,19,30
20250518,강남,강남,20,41
20250518,강남,강남,21,36
20250518,강남,강남,22,35
20250518,강남,강남,23,33
20250518,강남,강변(동서울터미널),5,4
20250518,강남,강변(동서울터미널),6,7
20250518,강남,강변(동서울터미널),7,12
20250518,강남,강변(동서울터미널),8,6
20250518,강남,강변(동서울터미널),9,18
20250518,강남,강변(동서울터미널),10,24
20250518,강남,강변(동서울터미널),11,29
20250518,강남,강변(동서울터미널),12,36
20250518,강남,강변(동서울터미널),13,40
20250518,강남,강변(동서울터미널),14,48
20250518,강남,강변(동서울터미널),15,63
20250518,강남,강변(동서울터미널),16,69
20250518,강남,강변(동서울터미널),17,58
20250518,강남,강변(동서울터미널),18,57
20250518,강남,강변(동서울터미널),19,55
20250518,강남,강변(동서울터미널),20,34
20250518,강남,강변(동서울터미널),21,40
20250518,강남,강변(동서울터미널),22,30
20250518,강남,강변(동서울터미널),23,21
20250518,강남,건대입구,5,1
20250518,강남,건대입구,6,6
20250518,강남,건대입구,7,4
20250518,강남,건대입구,8,9
20250518,강남,건대입구,9,13
20250518,강남,건대입구,10,27
20250518,강남,건대입구,11,40
20250518,강남,건대입구,12,57
20250518,강남,건대입구,13,42
20250518,강남,건대입구,14,56
20250518,강남,건대입구,15,57
20250518,강남,건대입구,16,62
20250518,강남,건대입구,17,52
20250518,강남,건대입구,18,47
20250518,강남,건대입구,19,60
20250518,강남,건대입구,20,66
20250518,강남,건대입구,21,52
20250518,강남,건대입구,22,59
20250518,강남,건대입구,23,30
20250518,강남,교대(법원.검찰청),5,4
20250518,강남,교대(법원.검찰청),6,12
20250518,강남,교대(법원.검찰청),7,4
20250518,강남,교대(법원.검찰청),8,14
20250518,강남,교대(법원.검찰청),9,23
20250518,강남,교대(법원.검찰청),10,20
20250518,강남,교대(법원.검찰청),11,24
20250518,강남,교대(법원.검찰청),12,25
20250518,강남,교대(법원.검찰청),13,45
20250518,강남,교대(법원.검찰청),14,49
20250518,강남,교대(법원.검찰청),15,49
20250518,강남,교대(법원.검찰청),16,30
20250518,강남,교대(법원.검찰청),17,32
20250518,강남,교대(법원.검찰청),18,44
20250518,강남,교대(법원.검찰청),19,50
20250518,강남,교대(법원.검찰청),20,28
20250518,강남,교대(법원.검찰청),21,35
20250518,강남,교대(법원.검찰청),22,43
20250518,강남,교대(법원.검찰청),23,21
20250518,강남,구로디지털단지,5,10
20250518,강남,구로디지털단지,6,9
20250518,강남,구로디지털단지,7,11
20250518,강남,구로디지털단지,8,13
20250518,강남,구로디지털단지,9,17
20250518,강남,구로디지털단지,10,27
20250518,강남,구로디지털단지,11,16
20250518,강남,구로디지털단지,12,21
20250518,강남,구로디지털단지,13,38
20250518,강남,구로디지털단지,14,40
20250518,강남,구로디지털단지,15,40
20250518,강남,구로디지털단지,16,60
20250518,강남,구로디지털단지,17,56
20250518,강남,구로디지털단지,18,67
20250518,강남,구로디지털단지,19,63
20250518,강남,구로디지털단지,20,88
20250518,강남,구로디지털단지,21,100
20250518,강남,구로디지털단지,22,89
20250518,강남,구로디지털단지,23,29
20250518,강남,구의(광진구청),5,3
20250518,강남,구의(광진구청),6,10
20250518,강남,구의(광진구청),7,8
20250518,강남,구의(광진구청),8,7
20250518,강남,구의(광진구청),9,16
20250518,강남,구의(광진구청),10,10
20250518,강남,구의(광진구청),11,8
20250518,강남,구의(광진구청),12,16
20250518,강남,구의(광진구청),13,22
20250518,강남,구의(광진구청),14,27
20250518,강남,구의(광진구청),15,41
20250518,강남,구의(광진구청),16,45
20250518,강남,구의(광진구청),17,43
20250518,강남,구의(광진구청),18,39
20250518,강남,구의(광진구청),19,32
20250518,강남,구의(광진구청),20,44
20250518,강남,구의(광진구청),21,52
20250518,강남,구의(광진구청),22,40
20250518,강남,구의(광진구청),23,27
20250518,강남,낙성대,5,10
20250518,강남,낙성대,6,17
20250518,강남,낙성대,7,12
20250518,강남,낙성대,8,15
20250518,강남,낙성대,9,20
20250518,강남,낙성대,10,27
20250518,강남,낙성대,11,23
20250518,강남,낙성대,12,30
20250518,강남,낙성대,13,60
20250518,강남,낙성대,14,47
20250518,강남,낙성대,15,66
20250518,강남,낙성대,16,68
20250518,강남,낙성대,17,78
20250518,강남,낙성대,18,90
20250518,강남,낙성대,19,89
20250518,강남,낙성대,20,85
20250518,강남,낙성대,21,123
20250518,강남,낙성대,22,99
20250518,강남,낙성대,23,63
20250518,강남,당산,10,3
20250518,강남,당산,12,1
20250518,강남,당산,13,8
20250518,강남,당산,14,2
20250518,강남,당산,15,7
20250518,강남,당산,16,10
20250518,강남,당산,17,9
20250518,강남,당산,18,6
20250518,강남,당산,19,5
20250518,강남,당산,20,7
20250518,강남,당산,21,2
20250518,강남,당산,22,12
20250518,강남,당산,23,4
20250518,강남,대림(구로구청),5,6
20250518,강남,대림(구로구청),6,4
