기준_날짜,승차_역,하차_역,승차시간,인원수
20250530,강남,강남,0,16
20250530,강남,강남,4,1
20250530,강남,강남,5,4
20250530,강남,강남,6,4
20250530,강남,강남,7,5
20250530,강남,강남,8,12
20250530,강남,강남,9,13
20250530,강남,강남,10,24
20250530,강남,강남,11,31
20250530,강남,강남,12,45
20250530,강남,강남,13,39
20250530,강남,강남,14,38
20250530,강남,강남,15,42
20250530,강남,강남,16,59
20250530,강남,강남,17,82
20250530,강남,강남,18,62
20250530,강남,강남,19,47
20250530,강남,강남,20,39
20250530,강남,강남,21,65
20250530,강남,강남,22,59
20250530,강남,강남,23,41
20250530,강남,강변(동서울터미널),0,22
20250530,강남,강변(동서울터미널),5,3
20250530,강남,강변(동서울터미널),6,6
20250530,강남,강변(동서울터미널),7,10
20250530,강남,강변(동서울터미널),8,15
20250530,강남,강변(동서울터미널),9,20
20250530,강남,강변(동서울터미널),10,34
20250530,강남,강변(동서울터미널),11,38
20250530,강남,강변(동서울터미널),12,57
20250530,강남,강변(동서울터미널),13,60
20250530,강남,강변(동서울터미널),14,74
20250530,강남,강변(동서울터미널),15,82
20250530,강남,강변(동서울터미널),16,112
20250530,강남,강변(동서울터미널),17,173
20250530,강남,강변(동서울터미널),18,240
20250530,강남,강변(동서울터미널),19,133
20250530,강남,강변(동서울터미널),20,75
20250530,강남,강변(동서울터미널),21,98
20250530,강남,강변(동서울터미널),22,117
20250530,강남,강변(동서울터미널),23,63
20250530,강남,건대입구,0,33
20250530,강남,건대입구,5,4
20250530,강남,건대입구,6,12
20250530,강남,건대입구,7,16
20250530,강남,건대입구,8,27
20250530,강남,건대입구,9,26
20250530,강남,건대입구,10,38
20250530,강남,건대입구,11,40
20250530,강남,건대입구,12,54
20250530,강남,건대입구,13,63
20250530,강남,건대입구,14,60
20250530,강남,건대입구,15,80
20250530,강남,건대입구,16,104
20250530,강남,건대입구,17,166
20250530,강남,건대입구,18,223
20250530,강남,건대입구,19,146
20250530,강남,건대입구,20,90
20250530,강남,건대입구,21,107
20250530,강남,건대입구,22,101
20250530,강남,건대입구,23,63
20250530,강남,교대(법원.검찰청),0,11
20250530,강남,교대(법원.검찰청),5,6
20250530,강남,교대(법원.검찰청),6,15
20250530,강남,교대(법원.검찰청),7,63
20250530,강남,교대(법원.검찰청),8,132
20250530,강남,교대(법원.검찰청),9,117
20250530,강남,교대(법원.검찰청),10,78
20250530,강남,교대(법원.검찰청),11,94
20250530,강남,교대(법원.검찰청),12,120
20250530,강남,교대(법원.검찰청),13,123
20250530,강남,교대(법원.검찰청),14,115
20250530,강남,교대(법원.검찰청),15,120
20250530,강남,교대(법원.검찰청),16,114
20250530,강남,교대(법원.검찰청),17,112
20250530,강남,교대(법원.검찰청),18,125
20250530,강남,교대(법원.검찰청),19,76
